Category,Size,File,Algorithm,Time(us),Comparisons,Swaps
random,10000,data_2.txt,QuickSort,1440,159546,92044
random,10000,data_2.txt,MergeSort,2887,120389,120389
random,10000,data_20.txt,InsertionSort,93500,24956649,24946660
random,10000,data_20.txt,QuickSort,1080,156925,84520
random,10000,data_20.txt,MergeSort,2844,120422,120422
random,10000,data_200.txt,InsertionSort,90893,24936098,24926108
random,10000,data_200.txt,QuickSort,1244,162777,90559
random,10000,data_200.txt,MergeSort,2724,120370,120370
random,10000,data_201.txt,InsertionSort,110605,25043864,25033873
random,10000,data_201.txt,QuickSort,1108,150440,79978
random,10000,data_201.txt,MergeSort,2744,120461,120461
random,10000,data_202.txt,InsertionSort,115448,24926099,24916108
random,10000,data_202.txt,QuickSort,1333,158495,94811
random,10000,data_202.txt,MergeSort,2867,120429,120429
random,10000,data_203.txt,InsertionSort,131574,24830617,24820625
random,10000,data_203.txt,QuickSort,1852,162691,87584
random,10000,data_203.txt,MergeSort,4121,120467,120467
random,10000,data_204.txt,InsertionSort,114739,25145258,25135270
random,10000,data_204.txt,QuickSort,2085,175385,79751
random,10000,data_204.txt,MergeSort,2935,120424,120424
random,10000,data_205.txt,InsertionSort,97871,24865950,24855957
random,10000,data_205.txt,QuickSort,1330,158435,80628
random,10000,data_205.txt,MergeSort,3335,120410,120410
random,10000,data_206.txt,InsertionSort,94037,24925072,24915085
random,10000,data_206.txt,QuickSort,2297,161088,98000
random,10000,data_206.txt,MergeSort,5077,120429,120429
random,10000,data_207.txt,InsertionSort,106608,25086809,25076818
random,10000,data_207.txt,QuickSort,1393,162914,76712
random,10000,data_207.txt,MergeSort,3952,120426,120426
random,10000,data_208.txt,InsertionSort,100884,25295995,25286004
random,10000,data_208.txt,QuickSort,1213,149291,79940
random,10000,data_208.txt,MergeSort,3280,120522,120522
random,10000,data_209.txt,InsertionSort,98199,25206767,25196775
random,10000,data_209.txt,QuickSort,1526,160280,89647
random,10000,data_209.txt,MergeSort,3457,120549,120549
random,10000,data_21.txt,InsertionSort,114365,25076918,25066938
random,10000,data_21.txt,QuickSort,1345,165969,91261
random,10000,data_21.txt,MergeSort,2991,120462,120462
random,10000,data_210.txt,InsertionSort,109334,24733196,24723210
random,10000,data_210.txt,QuickSort,1415,143203,74490
random,10000,data_210.txt,MergeSort,3140,120408,120408
random,10000,data_211.txt,InsertionSort,96390,25189288,25179297
random,10000,data_211.txt,QuickSort,1383,149899,76606
random,10000,data_211.txt,MergeSort,4897,120422,120422
random,10000,data_212.txt,InsertionSort,101597,24846283,24836292
random,10000,data_212.txt,QuickSort,1392,162419,79428
random,10000,data_212.txt,MergeSort,3535,120547,120547
random,10000,data_213.txt,InsertionSort,111020,25047634,25037641
random,10000,data_213.txt,QuickSort,1371,150665,83754
random,10000,data_213.txt,MergeSort,3215,120350,120350
random,10000,data_214.txt,InsertionSort,101633,25421655,25411665
random,10000,data_214.txt,QuickSort,1542,169368,83344
random,10000,data_214.txt,MergeSort,3366,120410,120410
random,10000,data_215.txt,InsertionSort,103937,25092956,25082968
random,10000,data_215.txt,QuickSort,1314,152335,87262
random,10000,data_215.txt,MergeSort,2954,120521,120521
random,10000,data_216.txt,InsertionSort,92384,25169945,25159961
random,10000,data_216.txt,QuickSort,1491,155867,82908
random,10000,data_216.txt,MergeSort,3440,120419,120419
random,10000,data_217.txt,InsertionSort,126308,25075253,25065262
random,10000,data_217.txt,QuickSort,1099,150931,75794
random,10000,data_217.txt,MergeSort,2948,120447,120447
random,10000,data_218.txt,InsertionSort,118537,24931292,24921299
random,10000,data_218.txt,QuickSort,1275,158429,94779
random,10000,data_218.txt,MergeSort,2887,120564,120564
random,10000,data_219.txt,InsertionSort,106366,24902919,24892933
random,10000,data_219.txt,QuickSort,1236,152591,83229
random,10000,data_219.txt,MergeSort,4064,120434,120434
random,10000,data_22.txt,InsertionSort,93320,25246440,25236449
random,10000,data_22.txt,QuickSort,1411,147312,80565
random,10000,data_22.txt,MergeSort,3377,120410,120410
random,10000,data_220.txt,InsertionSort,94740,25029784,25019789
random,10000,data_220.txt,QuickSort,1425,147641,77632
random,10000,data_220.txt,MergeSort,3854,120513,120513
random,10000,data_221.txt,InsertionSort,96318,24969392,24959399
random,10000,data_221.txt,QuickSort,1446,169638,95904
random,10000,data_221.txt,MergeSort,3107,120362,120362
random,10000,data_222.txt,InsertionSort,90065,25023190,25013197
random,10000,data_222.txt,QuickSort,1454,158446,82722
random,10000,data_222.txt,MergeSort,2872,120470,120470
random,10000,data_223.txt,InsertionSort,94527,24842243,24832251
random,10000,data_223.txt,QuickSort,1993,155761,90711
random,10000,data_223.txt,MergeSort,3823,120378,120378
random,10000,data_224.txt,InsertionSort,101163,24910147,24900155
random,10000,data_224.txt,QuickSort,1367,151195,77369
random,10000,data_224.txt,MergeSort,3289,120457,120457
random,10000,data_225.txt,InsertionSort,88967,25156779,25146785
random,10000,data_225.txt,QuickSort,1147,155191,82452
random,10000,data_225.txt,MergeSort,2701,120529,120529
random,10000,data_226.txt,InsertionSort,98668,25141588,25131598
random,10000,data_226.txt,QuickSort,1397,156550,79653
random,10000,data_226.txt,MergeSort,3122,120544,120544
random,10000,data_227.txt,InsertionSort,91882,25275538,25265547
random,10000,data_227.txt,QuickSort,1263,153172,82155
random,10000,data_227.txt,MergeSort,2888,120557,120557
random,10000,data_228.txt,InsertionSort,96784,24963992,24954003
random,10000,data_228.txt,QuickSort,1094,145478,80810
random,10000,data_228.txt,MergeSort,2766,120492,120492
random,10000,data_229.txt,InsertionSort,91556,24846901,24836910
random,10000,data_229.txt,QuickSort,1332,179383,85086
random,10000,data_229.txt,MergeSort,3056,120458,120458
random,10000,data_23.txt,InsertionSort,89974,24580070,24570081
random,10000,data_23.txt,QuickSort,1453,165997,98037
random,10000,data_23.txt,MergeSort,2848,120479,120479
random,10000,data_230.txt,InsertionSort,94092,25031334,25021342
random,10000,data_230.txt,QuickSort,1154,157073,83172
random,10000,data_230.txt,MergeSort,2562,120401,120401
random,10000,data_231.txt,InsertionSort,89195,25160999,25151009
random,10000,data_231.txt,QuickSort,1066,149956,80766
random,10000,data_231.txt,MergeSort,2585,120370,120370
random,10000,data_232.txt,InsertionSort,88483,25104362,25094374
random,10000,data_232.txt,QuickSort,1103,156339,88705
random,10000,data_232.txt,MergeSort,2793,120422,120422
random,10000,data_233.txt,InsertionSort,93017,25164769,25154775
random,10000,data_233.txt,QuickSort,1063,157304,81119
random,10000,data_233.txt,MergeSort,2740,120325,120325
random,10000,data_234.txt,InsertionSort,84065,24825831,24815838
random,10000,data_234.txt,QuickSort,1311,154516,80722
random,10000,data_234.txt,MergeSort,2550,120402,120402
random,10000,data_235.txt,InsertionSort,83869,24674944,24664954
random,10000,data_235.txt,QuickSort,1075,170761,92898
random,10000,data_235.txt,MergeSort,2465,120568,120568
random,10000,data_236.txt,InsertionSort,88589,25266620,25256631
random,10000,data_236.txt,QuickSort,993,158473,82065
random,10000,data_236.txt,MergeSort,2481,120399,120399
random,10000,data_237.txt,InsertionSort,83780,25087932,25077942
random,10000,data_237.txt,QuickSort,1178,166301,87307
random,10000,data_237.txt,MergeSort,2638,120365,120365
random,10000,data_238.txt,InsertionSort,90453,24636397,24626407
random,10000,data_238.txt,QuickSort,988,146011,76642
random,10000,data_238.txt,MergeSort,2533,120497,120497
random,10000,data_239.txt,InsertionSort,90546,25095651,25085659
random,10000,data_239.txt,QuickSort,1193,154763,79679
random,10000,data_239.txt,MergeSort,2606,120477,120477
random,10000,data_24.txt,InsertionSort,92401,25079533,25069544
random,10000,data_24.txt,QuickSort,1105,165380,83947
random,10000,data_24.txt,MergeSort,2473,120393,120393
random,10000,data_240.txt,InsertionSort,87115,25315519,25305526
random,10000,data_240.txt,QuickSort,1065,152701,79765
random,10000,data_240.txt,MergeSort,2511,120520,120520
random,10000,data_241.txt,InsertionSort,85262,24721985,24711994
random,10000,data_241.txt,QuickSort,1057,153524,84267
random,10000,data_241.txt,MergeSort,2502,120464,120464
random,10000,data_242.txt,InsertionSort,84967,25156707,25146713
random,10000,data_242.txt,QuickSort,1075,153285,76316
random,10000,data_242.txt,MergeSort,2514,120389,120389
random,10000,data_243.txt,InsertionSort,87360,25180380,25170390
random,10000,data_243.txt,QuickSort,1169,148824,73872
random,10000,data_243.txt,MergeSort,2775,120520,120520
random,10000,data_244.txt,InsertionSort,86591,25222878,25212888
random,10000,data_244.txt,QuickSort,1004,154503,82409
random,10000,data_244.txt,MergeSort,2579,120302,120302
random,10000,data_245.txt,InsertionSort,87374,25046929,25036937
random,10000,data_245.txt,QuickSort,1014,151003,82852
random,10000,data_245.txt,MergeSort,2532,120436,120436
random,10000,data_246.txt,InsertionSort,89816,24863056,24853068
random,10000,data_246.txt,QuickSort,1165,176408,92375
random,10000,data_246.txt,MergeSort,2644,120447,120447
random,10000,data_247.txt,InsertionSort,90938,25175955,25165964
random,10000,data_247.txt,QuickSort,1042,149414,83474
random,10000,data_247.txt,MergeSort,2515,120511,120511
random,10000,data_248.txt,InsertionSort,84766,25259670,25249682
random,10000,data_248.txt,QuickSort,1014,154128,82000
random,10000,data_248.txt,MergeSort,2578,120386,120386
random,10000,data_249.txt,InsertionSort,91070,24953806,24943819
random,10000,data_249.txt,QuickSort,1163,146434,83918
random,10000,data_249.txt,MergeSort,2648,120350,120350
random,10000,data_25.txt,InsertionSort,90917,24856534,24846546
random,10000,data_25.txt,QuickSort,1040,162680,90856
random,10000,data_25.txt,MergeSort,2538,120367,120367
random,10000,data_250.txt,InsertionSort,84111,24870388,24860396
random,10000,data_250.txt,QuickSort,981,144999,75777
random,10000,data_250.txt,MergeSort,2514,120432,120432
random,10000,data_251.txt,InsertionSort,86154,25409086,25399105
random,10000,data_251.txt,QuickSort,1069,163182,73469
random,10000,data_251.txt,MergeSort,2582,120464,120464
random,10000,data_252.txt,InsertionSort,84450,25137419,25127429
random,10000,data_252.txt,QuickSort,1041,159520,93958
random,10000,data_252.txt,MergeSort,2592,120380,120380
random,10000,data_253.txt,InsertionSort,84959,24979811,24969818
random,10000,data_253.txt,QuickSort,1049,150090,83624
random,10000,data_253.txt,MergeSort,2760,120462,120462
random,10000,data_254.txt,InsertionSort,86788,25390380,25380388
random,10000,data_254.txt,QuickSort,982,151914,76022
random,10000,data_254.txt,MergeSort,2556,120445,120445
random,10000,data_255.txt,InsertionSort,83440,24664683,24654697
random,10000,data_255.txt,QuickSort,1111,157427,75793
random,10000,data_255.txt,MergeSort,2586,120460,120460
random,10000,data_256.txt,InsertionSort,84425,24783449,24773463
random,10000,data_256.txt,QuickSort,994,158620,78278
random,10000,data_256.txt,MergeSort,2461,120399,120399
random,10000,data_257.txt,InsertionSort,86096,25331904,25321915
random,10000,data_257.txt,QuickSort,1284,149822,85008
random,10000,data_257.txt,MergeSort,2481,120475,120475
random,10000,data_258.txt,InsertionSort,87888,24835709,24825716
random,10000,data_258.txt,QuickSort,1102,151328,78451
random,10000,data_258.txt,MergeSort,2404,120449,120449
random,10000,data_259.txt,InsertionSort,87288,25085394,25075406
random,10000,data_259.txt,QuickSort,1170,163553,79967
random,10000,data_259.txt,MergeSort,2458,120536,120536
random,10000,data_26.txt,InsertionSort,92214,25182979,25172988
random,10000,data_26.txt,QuickSort,1037,152132,83561
random,10000,data_26.txt,MergeSort,2531,120406,120406
random,10000,data_260.txt,InsertionSort,92859,25090083,25080094
random,10000,data_260.txt,QuickSort,1210,156289,88509
random,10000,data_260.txt,MergeSort,2715,120480,120480
random,10000,data_261.txt,InsertionSort,83779,24996915,24986927
random,10000,data_261.txt,QuickSort,1039,153848,86075
random,10000,data_261.txt,MergeSort,2459,120404,120404
random,10000,data_262.txt,InsertionSort,87322,25041776,25031790
random,10000,data_262.txt,QuickSort,1073,151274,89622
random,10000,data_262.txt,MergeSort,2627,120441,120441
random,10000,data_263.txt,InsertionSort,84330,24996769,24986774
random,10000,data_263.txt,QuickSort,1159,161126,98441
random,10000,data_263.txt,MergeSort,2541,120493,120493
random,10000,data_264.txt,InsertionSort,84203,24825790,24815800
random,10000,data_264.txt,QuickSort,1068,157148,84673
random,10000,data_264.txt,MergeSort,2573,120416,120416
random,10000,data_265.txt,InsertionSort,84954,25026333,25016340
random,10000,data_265.txt,QuickSort,1069,165603,90634
random,10000,data_265.txt,MergeSort,2811,120483,120483
random,10000,data_266.txt,InsertionSort,87351,25118665,25108671
random,10000,data_266.txt,QuickSort,1012,150178,81041
random,10000,data_266.txt,MergeSort,2592,120587,120587
random,10000,data_267.txt,InsertionSort,87640,24947881,24937887
random,10000,data_267.txt,QuickSort,1066,153864,87086
random,10000,data_267.txt,MergeSort,2601,120573,120573
random,10000,data_268.txt,InsertionSort,89606,24916868,24906878
random,10000,data_268.txt,QuickSort,996,165295,82636
random,10000,data_268.txt,MergeSort,2433,120455,120455
random,10000,data_269.txt,InsertionSort,82205,24977487,24967496
random,10000,data_269.txt,QuickSort,1040,164251,89269
random,10000,data_269.txt,MergeSort,2520,120447,120447
random,10000,data_27.txt,InsertionSort,92072,25059747,25049755
random,10000,data_27.txt,QuickSort,1257,151053,86015
random,10000,data_27.txt,MergeSort,2935,120413,120413
random,10000,data_270.txt,InsertionSort,83865,24967939,24957948
random,10000,data_270.txt,QuickSort,1060,152120,81954
random,10000,data_270.txt,MergeSort,2509,120332,120332
random,10000,data_271.txt,InsertionSort,91039,24868120,24858134
random,10000,data_271.txt,QuickSort,1001,154459,81850
random,10000,data_271.txt,MergeSort,2485,120495,120495
random,10000,data_272.txt,InsertionSort,84583,24802442,24792455
random,10000,data_272.txt,QuickSort,1009,169630,86075
random,10000,data_272.txt,MergeSort,2617,120411,120411
random,10000,data_273.txt,InsertionSort,94594,25076666,25066675
random,10000,data_273.txt,QuickSort,1068,167167,96969
random,10000,data_273.txt,MergeSort,2602,120471,120471
random,10000,data_274.txt,InsertionSort,83861,24771489,24761497
random,10000,data_274.txt,QuickSort,1102,156029,74351
random,10000,data_274.txt,MergeSort,2569,120390,120390
random,10000,data_275.txt,InsertionSort,92682,25329050,25319060
random,10000,data_275.txt,QuickSort,1117,147669,79611
random,10000,data_275.txt,MergeSort,2482,120477,120477
random,10000,data_276.txt,InsertionSort,89542,24878269,24868274
random,10000,data_276.txt,QuickSort,1053,156690,80015
random,10000,data_276.txt,MergeSort,2403,120461,120461
random,10000,data_277.txt,InsertionSort,84364,24977606,24967612
random,10000,data_277.txt,QuickSort,1140,157329,77235
random,10000,data_277.txt,MergeSort,2572,120511,120511
random,10000,data_278.txt,InsertionSort,85913,25169958,25159964
random,10000,data_278.txt,QuickSort,1013,150138,78774
random,10000,data_278.txt,MergeSort,2608,120369,120369
random,10000,data_279.txt,InsertionSort,89839,25075971,25065981
random,10000,data_279.txt,QuickSort,1133,151093,82451
random,10000,data_279.txt,MergeSort,2685,120331,120331
random,10000,data_28.txt,InsertionSort,84540,24925195,24915202
random,10000,data_28.txt,QuickSort,1044,156683,84201
random,10000,data_28.txt,MergeSort,2567,120397,120397
random,10000,data_280.txt,InsertionSort,88009,25127053,25117063
random,10000,data_280.txt,QuickSort,1068,147635,80184
random,10000,data_280.txt,MergeSort,2719,120429,120429
random,10000,data_281.txt,InsertionSort,84151,24934475,24924485
random,10000,data_281.txt,QuickSort,1161,157379,94530
random,10000,data_281.txt,MergeSort,2469,120537,120537
random,10000,data_282.txt,InsertionSort,96865,24929269,24919275
random,10000,data_282.txt,QuickSort,1043,145557,81416
random,10000,data_282.txt,MergeSort,2561,120539,120539
random,10000,data_283.txt,InsertionSort,90815,24900087,24890096
random,10000,data_283.txt,QuickSort,1019,156462,91893
random,10000,data_283.txt,MergeSort,3673,120364,120364
random,10000,data_284.txt,InsertionSort,92539,25258904,25248911
random,10000,data_284.txt,QuickSort,1261,148650,78663
random,10000,data_284.txt,MergeSort,2480,120475,120475
random,10000,data_285.txt,InsertionSort,96890,25204295,25194307
random,10000,data_285.txt,QuickSort,1276,161368,98449
random,10000,data_285.txt,MergeSort,2619,120405,120405
random,10000,data_286.txt,InsertionSort,85708,25173693,25163702
random,10000,data_286.txt,QuickSort,1171,147391,81491
random,10000,data_286.txt,MergeSort,2486,120551,120551
random,10000,data_287.txt,InsertionSort,85272,24979711,24969716
random,10000,data_287.txt,QuickSort,1058,164572,80462
random,10000,data_287.txt,MergeSort,2529,120388,120388
random,10000,data_288.txt,InsertionSort,82785,24923098,24913108
random,10000,data_288.txt,QuickSort,1043,157732,90470
random,10000,data_288.txt,MergeSort,2477,120490,120490
random,10000,data_289.txt,InsertionSort,84145,24976105,24966119
random,10000,data_289.txt,QuickSort,1057,169583,97296
random,10000,data_289.txt,MergeSort,2461,120471,120471
random,10000,data_29.txt,InsertionSort,87798,25287079,25277089
random,10000,data_29.txt,QuickSort,1004,151437,72947
random,10000,data_29.txt,MergeSort,2505,120482,120482
random,10000,data_290.txt,InsertionSort,90171,24791497,24781505
random,10000,data_290.txt,QuickSort,1041,167113,90029
random,10000,data_290.txt,MergeSort,2445,120478,120478
random,10000,data_291.txt,InsertionSort,85795,24528915,24518923
random,10000,data_291.txt,QuickSort,990,145950,77693
random,10000,data_291.txt,MergeSort,2556,120567,120567
random,10000,data_292.txt,InsertionSort,82295,24831287,24821299
random,10000,data_292.txt,QuickSort,1095,154815,85968
random,10000,data_292.txt,MergeSort,2489,120428,120428
random,10000,data_293.txt,InsertionSort,84539,24970109,24960114
random,10000,data_293.txt,QuickSort,1222,154823,87303
random,10000,data_293.txt,MergeSort,2511,120483,120483
random,10000,data_294.txt,InsertionSort,83556,25248677,25238688
random,10000,data_294.txt,QuickSort,1135,153266,83160
random,10000,data_294.txt,MergeSort,2556,120439,120439
random,10000,data_295.txt,InsertionSort,83818,25105863,25095878
random,10000,data_295.txt,QuickSort,1080,154512,80499
random,10000,data_295.txt,MergeSort,2633,120611,120611
random,10000,data_296.txt,InsertionSort,84493,25130548,25120557
random,10000,data_296.txt,QuickSort,1246,169198,84483
random,10000,data_296.txt,MergeSort,4693,120462,120462
random,10000,data_297.txt,InsertionSort,84290,24735524,24725534
random,10000,data_297.txt,QuickSort,1106,146245,78807
random,10000,data_297.txt,MergeSort,3184,120446,120446
random,10000,data_298.txt,InsertionSort,88105,25256916,25246930
random,10000,data_298.txt,QuickSort,1191,158065,91443
random,10000,data_298.txt,MergeSort,2920,120436,120436
random,10000,data_299.txt,InsertionSort,83771,24839688,24829698
random,10000,data_299.txt,QuickSort,1188,174596,98926
random,10000,data_299.txt,MergeSort,2672,120392,120392
random,10000,data_3.txt,InsertionSort,86118,24846679,24836683
random,10000,data_3.txt,QuickSort,1140,167641,103749
random,10000,data_3.txt,MergeSort,2582,120387,120387
random,10000,data_30.txt,InsertionSort,85310,25152499,25142506
random,10000,data_30.txt,QuickSort,1092,162824,91598
random,10000,data_30.txt,MergeSort,2603,120521,120521
random,10000,data_31.txt,InsertionSort,85756,25009783,24999788
random,10000,data_31.txt,QuickSort,1032,146386,75059
random,10000,data_31.txt,MergeSort,2718,120321,120321
random,10000,data_32.txt,InsertionSort,92899,25235453,25225459
random,10000,data_32.txt,QuickSort,1084,171352,83566
random,10000,data_32.txt,MergeSort,2691,120348,120348
random,10000,data_33.txt,InsertionSort,83452,24859692,24849698
random,10000,data_33.txt,QuickSort,1176,160409,83024
random,10000,data_33.txt,MergeSort,2781,120461,120461
random,10000,data_34.txt,InsertionSort,85514,25068584,25058591
random,10000,data_34.txt,QuickSort,1239,159218,88353
random,10000,data_34.txt,MergeSort,2892,120404,120404
random,10000,data_35.txt,InsertionSort,84148,24944973,24934984
random,10000,data_35.txt,QuickSort,1174,157167,79257
random,10000,data_35.txt,MergeSort,2705,120443,120443
random,10000,data_36.txt,InsertionSort,86095,25219427,25209435
random,10000,data_36.txt,QuickSort,979,157011,74089
random,10000,data_36.txt,MergeSort,2889,120457,120457
random,10000,data_37.txt,InsertionSort,96475,24906803,24896808
random,10000,data_37.txt,QuickSort,1112,152409,85308
random,10000,data_37.txt,MergeSort,2620,120442,120442
random,10000,data_38.txt,InsertionSort,87691,24920500,24910507
random,10000,data_38.txt,QuickSort,1164,160205,87399
random,10000,data_38.txt,MergeSort,2593,120407,120407
random,10000,data_39.txt,InsertionSort,83656,24835492,24825502
random,10000,data_39.txt,QuickSort,1794,146280,81709
random,10000,data_39.txt,MergeSort,4925,120498,120498
random,10000,data_4.txt,InsertionSort,97688,25192841,25182855
random,10000,data_4.txt,QuickSort,1096,148198,80251
random,10000,data_4.txt,MergeSort,2796,120431,120431
random,10000,data_40.txt,InsertionSort,88312,24486298,24476304
random,10000,data_40.txt,QuickSort,1037,152171,82576
random,10000,data_40.txt,MergeSort,2541,120559,120559
random,10000,data_41.txt,InsertionSort,86138,24887980,24877993
random,10000,data_41.txt,QuickSort,1126,165640,89063
random,10000,data_41.txt,MergeSort,2653,120460,120460
random,10000,data_42.txt,InsertionSort,90943,25333885,25323891
random,10000,data_42.txt,QuickSort,1103,160818,80254
random,10000,data_42.txt,MergeSort,2612,120494,120494
random,10000,data_43.txt,InsertionSort,86707,25179396,25169404
random,10000,data_43.txt,QuickSort,1317,157735,85094
random,10000,data_43.txt,MergeSort,2694,120489,120489
random,10000,data_44.txt,InsertionSort,89583,24932100,24922111
random,10000,data_44.txt,QuickSort,1140,151090,77436
random,10000,data_44.txt,MergeSort,2620,120363,120363
random,10000,data_45.txt,InsertionSort,84965,24932784,24922793
random,10000,data_45.txt,QuickSort,1248,163536,76319
random,10000,data_45.txt,MergeSort,2703,120429,120429
random,10000,data_46.txt,InsertionSort,89327,25187254,25177265
random,10000,data_46.txt,QuickSort,1309,162973,80256
random,10000,data_46.txt,MergeSort,2602,120397,120397
random,10000,data_47.txt,InsertionSort,84082,24903560,24893569
random,10000,data_47.txt,QuickSort,1348,159209,76914
random,10000,data_47.txt,MergeSort,2763,120435,120435
random,10000,data_48.txt,InsertionSort,86026,24859597,24849607
random,10000,data_48.txt,QuickSort,1111,158598,89342
random,10000,data_48.txt,MergeSort,2791,120419,120419
random,10000,data_49.txt,InsertionSort,90599,24798421,24788433
random,10000,data_49.txt,QuickSort,1083,154937,82062
random,10000,data_49.txt,MergeSort,2437,120350,120350
random,10000,data_5.txt,InsertionSort,86138,24800962,24790980
random,10000,data_5.txt,QuickSort,1082,151788,78466
random,10000,data_5.txt,MergeSort,2793,120508,120508
random,10000,data_50.txt,InsertionSort,84036,24811153,24801164
random,10000,data_50.txt,QuickSort,1101,152874,89731
random,10000,data_50.txt,MergeSort,2394,120433,120433
random,10000,data_51.txt,InsertionSort,83119,24982450,24972454
random,10000,data_51.txt,QuickSort,1035,153817,86374
random,10000,data_51.txt,MergeSort,2532,120463,120463
random,10000,data_52.txt,InsertionSort,85442,25070065,25060075
random,10000,data_52.txt,QuickSort,1312,148065,80983
random,10000,data_52.txt,MergeSort,2438,120373,120373
random,10000,data_53.txt,InsertionSort,86529,24659796,24649807
random,10000,data_53.txt,QuickSort,1027,164536,79752
random,10000,data_53.txt,MergeSort,2549,120334,120334
random,10000,data_54.txt,InsertionSort,93857,24804150,24794159
random,10000,data_54.txt,QuickSort,1030,144134,80305
random,10000,data_54.txt,MergeSort,2423,120395,120395
random,10000,data_55.txt,InsertionSort,84119,24766720,24756727
random,10000,data_55.txt,QuickSort,1152,158667,84006
random,10000,data_55.txt,MergeSort,2458,120433,120433
random,10000,data_56.txt,InsertionSort,82337,24850719,24840726
random,10000,data_56.txt,QuickSort,1009,168276,77981
random,10000,data_56.txt,MergeSort,2614,120389,120389
random,10000,data_57.txt,InsertionSort,90482,25048739,25038748
random,10000,data_57.txt,QuickSort,1215,165938,87353
random,10000,data_57.txt,MergeSort,2812,120474,120474
random,10000,data_58.txt,InsertionSort,87491,24792026,24782037
random,10000,data_58.txt,QuickSort,1010,157165,74082
random,10000,data_58.txt,MergeSort,2431,120423,120423
random,10000,data_59.txt,InsertionSort,82032,24934450,24924459
random,10000,data_59.txt,QuickSort,1169,156113,85835
random,10000,data_59.txt,MergeSort,2585,120498,120498
random,10000,data_6.txt,InsertionSort,84337,25003339,24993346
random,10000,data_6.txt,QuickSort,1102,152003,83922
random,10000,data_6.txt,MergeSort,2679,120443,120443
random,10000,data_60.txt,InsertionSort,88662,25034726,25024737
random,10000,data_60.txt,QuickSort,1076,156512,85466
random,10000,data_60.txt,MergeSort,2637,120385,120385
random,10000,data_61.txt,InsertionSort,84332,24946505,24936515
random,10000,data_61.txt,QuickSort,1078,169973,84342
random,10000,data_61.txt,MergeSort,2754,120505,120505
random,10000,data_62.txt,InsertionSort,84505,25213887,25203895
random,10000,data_62.txt,QuickSort,965,152684,78014
random,10000,data_62.txt,MergeSort,2935,120445,120445
random,10000,data_63.txt,InsertionSort,83079,25089340,25079353
random,10000,data_63.txt,QuickSort,1086,156497,92831
random,10000,data_63.txt,MergeSort,2527,120453,120453
random,10000,data_64.txt,InsertionSort,91336,25072384,25062392
random,10000,data_64.txt,QuickSort,1324,162514,93659
random,10000,data_64.txt,MergeSort,2630,120508,120508
random,10000,data_65.txt,InsertionSort,88797,24851775,24841784
random,10000,data_65.txt,QuickSort,1076,152046,85251
random,10000,data_65.txt,MergeSort,2499,120456,120456
random,10000,data_66.txt,InsertionSort,82782,25104012,25094020
random,10000,data_66.txt,QuickSort,1157,152527,84905
random,10000,data_66.txt,MergeSort,2707,120400,120400
random,10000,data_67.txt,InsertionSort,85489,25245303,25235313
random,10000,data_67.txt,QuickSort,1051,158414,97151
random,10000,data_67.txt,MergeSort,2471,120486,120486
random,10000,data_68.txt,InsertionSort,90587,25316071,25306078
random,10000,data_68.txt,QuickSort,1113,158170,93641
random,10000,data_68.txt,MergeSort,2872,120459,120459
random,10000,data_69.txt,InsertionSort,90538,24799155,24789164
random,10000,data_69.txt,QuickSort,1405,172762,96732
random,10000,data_69.txt,MergeSort,2627,120356,120356
random,10000,data_7.txt,InsertionSort,84905,24969232,24959238
random,10000,data_7.txt,QuickSort,1149,156652,88475
random,10000,data_7.txt,MergeSort,2554,120534,120534
random,10000,data_70.txt,InsertionSort,89099,24874545,24864554
random,10000,data_70.txt,QuickSort,1107,156656,77681
random,10000,data_70.txt,MergeSort,2516,120535,120535
random,10000,data_71.txt,InsertionSort,91212,25231993,25222000
random,10000,data_71.txt,QuickSort,980,156865,80837
random,10000,data_71.txt,MergeSort,2429,120327,120327
random,10000,data_72.txt,InsertionSort,82040,24922570,24912583
random,10000,data_72.txt,QuickSort,1117,150864,80615
random,10000,data_72.txt,MergeSort,2600,120425,120425
random,10000,data_73.txt,InsertionSort,84569,24882424,24872431
random,10000,data_73.txt,QuickSort,1029,154290,90429
random,10000,data_73.txt,MergeSort,2443,120379,120379
random,10000,data_74.txt,InsertionSort,85110,24968653,24958667
random,10000,data_74.txt,QuickSort,1063,154034,88796
random,10000,data_74.txt,MergeSort,2426,120448,120448
random,10000,data_75.txt,InsertionSort,89805,25282107,25272115
random,10000,data_75.txt,QuickSort,1139,167769,95549
random,10000,data_75.txt,MergeSort,2505,120570,120570
random,10000,data_76.txt,InsertionSort,82499,24577007,24567017
random,10000,data_76.txt,QuickSort,1066,161880,90831
random,10000,data_76.txt,MergeSort,2454,120508,120508
random,10000,data_77.txt,InsertionSort,88799,24974102,24964105
random,10000,data_77.txt,QuickSort,1002,158053,77779
random,10000,data_77.txt,MergeSort,2598,120516,120516
random,10000,data_78.txt,InsertionSort,90914,25217138,25207143
random,10000,data_78.txt,QuickSort,1014,158087,87969
random,10000,data_78.txt,MergeSort,2435,120561,120561
random,10000,data_79.txt,InsertionSort,83728,24980261,24970268
random,10000,data_79.txt,QuickSort,1023,153892,84528
random,10000,data_79.txt,MergeSort,2799,120357,120357
random,10000,data_8.txt,InsertionSort,81487,24856273,24846287
random,10000,data_8.txt,QuickSort,1107,161261,86756
